"","UENR","H_NUMMER","D_NUMMER","D_BARNN","D_A_PKT","D_B_PKT","D_A_NUTS","D_A_LATI","D_A_LONG","D_B_NUTS","D_B_LATI","D_B_LONG","D_A_SVE","D_A_KOMK","D_A_LAND","D_A_LAN","D_A_SDEL","D_A_S_G","D_A_SOMR","D_A_S","D_A_ICKOD","D_A_YS","D_A_XS","D_B_SVE","D_B_KOMK","D_B_LAN","D_B_SDEL","D_B_S_G","D_B_SOMR","D_B_LAND","D_B_S","D_B_ICKOD","D_B_YS","D_B_XS","D_PERS","ANTAL_RE_PER_DR","D_ENSAM","D_KM","D_FORD","D_RESTID","D_MILJO","D_B_KL","D_A_KL","D_YTRAF","D_TJTP","D_ARE","D_TJTA","D_TJARE","D_ARETJT","D_AREALL","SL_OMR","D_DAGBOK","H_A_NUTS","H_B_NUTS","H_M_NUTS","H_B_LATI","H_B_LONG","H_M_LATI","H_M_LONG","H_A_LATI","H_A_LONG","H_A_PKT","H_B_PKT","H_M_PKT","H_M_SVE","H_M_KOMK","H_M_LAND","H_M_LAN","H_M_SDEL","H_M_S_G","H_M_SOMR","H_M_YS","H_M_XS","H_M_S","H_M_ICKOD","H_B_SVE","H_B_KOMK","H_B_LAND","H_B_LAN","H_B_SDEL","H_B_S_G","H_B_SOMR","H_B_YS","H_B_XS","H_B_S","H_B_ICKOD","H_A_SVE","H_A_KOMK","H_A_LAND","H_A_LAN","H_A_SDEL","H_A_S_G","H_A_SOMR","H_A_YS","H_A_XS","H_A_S","H_A_ICKOD","H_LOKREG","MHR_STUD","MHR_PRIV","MHR_TOT","H_ANT_DR","H_RESTID","H_ENKEL","H_ENSAM","H_KM","H_SVE","H_FORD","H_TJTP","H_ARE","H_TJTA","H_TJARE","H_ARETJT","H_AREALL","H_MILJO","H_B_KL","H_A_KL","H_SUMTID","H_YTRAF","I_DAGAR","I_DATUM","H_MANAD","UEDAG","UP_FRITIDSHUS","UP_FRITIDSBAT","UP_HUSVAGN","ARB_KOMK","ARB_LAND","ARB_LAN","ARB_SDEL","ARB_S","ARB_YS","ARB_XS","ARB_ICKOD","ARB_ANTAL","SKOL_ANTAL","ARB_RESOR","SKOL_RESOR","ARB_FARD","ARB_KM","ARB_TID","SKOL_FARD","SKOL_KM","SKOL_TID","OVN_BOST","OVN_ANT","OVN_HEM","OVN_BOSTS","OVN_ANTS","OVN_HEMS","BIL1_DRIVM","BIL1_P","BIL1_KR","BIL1_PT","BIL1_AR","BIL1_AV","BIL1_BE","BIL1_AG","BIL2_DRIVM","BIL2_P","BIL2_KR","BIL2_PT","BIL2_AR","BIL2_AV","BIL2_BE","BIL2_AG","BIL3_DRIVM","BIL3_P","BIL3_KR","BIL3_PT","BIL3_AR","BIL3_AV","BIL3_BE","BIL3_AG","BILANT","BILTRAF","BILFORM","BILP","BILTJT","BIL","BILEP","BILEPK","BILAVDR","BILEPT","BILTYP","BOST_KOMK","BOST_LAN","BOST_SDEL","BOST_S_G","BOST_SOMR","BOST_S","BOST_YS","BOST_XS","BOST_ICKOD","DIST_INTERNET","DIST_EPOST","DIST_UP","FLEX","FLEX_DGR","FLEX_INTERN","FLEX_EPOST","FLEX_KOPPLA","DIST_MOJLIGT","DIST_KOPPLA","DIST_MD","DIST_OVRHUSH","DIST_DAGTYP","DIST_ANNANPLATS","DIST_PLATS","DIST_KAN","DIST_TILLATET","DIST_DAGAR","DIST_DELDAG","DIST_HELDAG","FHUS_KOMK","FHUS_LAND","FHUS_LAN","FHUS_S","FHUS_YS","FHUS_XS","FHUS_ICKOD","F_1_PKF","F_2_PKF","F_3_PKF","F_ARBR","F_ARB","BILAVS","ANT_FORMBIL","KKORT_HH","VALB_HH","VILLA","FORV_HH","HHINK","HHSTORL","HHTYP","P1_SEX","P1_KKORT","P1_REL","P1_AGE","P2_SEX","P2_KKORT","P2_REL","P2_AGE","P3_SEX","P3_KKORT","P3_REL","P3_AGE","P4_SEX","P4_KKORT","P4_REL","P4_AGE","P5_SEX","P5_KKORT","P5_REL","P5_AGE","MHR_ARB","HHXINK","INTERNET","INTERNET_H","INTERNET_HB","INTERNET_MB","INTERNET_X","INTERNET_XS","INTERNET_A","INTERNET_BD","INTERNET_MT","INTERNET_ANV","INTERNET_AE","INTERNET_AEI","INTERNET_K","INTERNET_KBD","INTERNET_KMT","KRTANN","KRTANN_ANT","KRTHDK_ANT","KRTPER_ANT","KRTREM_ANT","KRTANN_GI","KRTHDK_GI","KRTPER_GI","KRTHDK","KRTOKA","KRTPER","KRTANN_PR","KRTHDK_PR","KRTOKA_PR","KRTPER_PR","KRTREM_PR","KRTPAF","KRTREM","H_DATUM","MATDAG_VECKA","UEVECKA","UEYEAR","SKOL_KOMK","SKOL_LAN","SKOL_LAND","SKOL_S","SKOL_YS","SKOL_XS","SKOL_ICKOD","SL30","SLANN","SLFARD","SLPAF","SL30_PR","SLANN_PR","SLREM_PR","SLSTUD_PR","SLSAS_PR","SLAR_PR","SLREM","SLSKOL","SLSTUD","SLSAS","SLAR","SLVECKO","SLDYGN","SLVECKO_PR","SLDYGN_PR","TELEKX_DELT","TELEKX_ANTAL","TELEK_ARB","TELEK_STUD","TELEK_ANN","HFNED","HALLERGI","HTRAPPOR","HHORSEL","HSYN","HSPRING","HSTIGAUPP","HPROMENAD","HREDSKAP","HHJALP","ARBDGR","RPANTAL","UTLRESOR","DANMARK_A","EUROPA_A","FINLAND_A","NORGE_A","JORDEN_A","DANMARK_O","EUROPA_O","FINLAND_O","NORGE_O","JORDEN_O","DANMARK_T","EUROPA_T","FINLAND_T","NORGE_T","JORDEN_T","DANMARK_ANT","EUROPA_ANT","FINLAND_ANT","NORGE_ANT","JORDEN_ANT","DANMARK_S","EUROPA_S","FINLAND_S","NORGE_S","JORDEN_S","ARBPLTYP","LV1SVAR","LV3SVAR","GPSVAR","BIDRAGUP","SNI2007KOD","BILOFT","KOLLOFT","SLATTIT","FARDTJTY","UP_FORV","INKUP","INKPLUSUP","RPKORT","STUDERANDEKORT","SEX","KORKORT","LIVSKAT","SKPLTYP","FARDTJNY","UP_ANST","SUN2KIX","SUN2KI","SUN2KN","AGE","SKOL","APLATS","REGIONA","REGIONR","VIDEOKX_DELT","VIDEOKX_ANTAL","VIDEOK_ARB","VIDEOK_STUD","VIDEOK_ANN","ANTAL_VV","VIKT_VV","VIKT_H_VV","VIKT_K_VV","VIKT_VV_DAG","STRATUM_VV","ANTAL","VIKT_H","VIKT_K","VIKT_DAG","VIKT","STRATUM","VIKT_T_VV","VIKT_T","typ","VIKT_DAG_fel"
"1","20110111008",1,1,0,7,7,".S",".S",".S",".S",".S",".S",1,2581,"SE",25,"",99,NA,25810016,995813,7246585,1756078,1,2284,22,"",99,NA,"SE",22840015,22800000,7021865,1645267,1,1,5,251,88,344,1,2359,1815,2,2,25,NA,NA,25,25,NA,2,".S",".S",".S",".S",".S",".S",".S",".S",".S",7,7,7,1,2284,"SE",22,"",99,NA,7021865,1645267,22840015,22800000,1,2284,"SE",22,"",99,NA,7021865,1645267,22840015,22800000,1,2581,"SE",25,"",99,NA,7246585,1756078,25810016,995813,3,0,1,1,1,344,1,7,251,1,88,2,25,NA,NA,25,25,1,2359,1815,344,2,5,2011-01-08,1,1,2,2,2,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,6,25,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,1,NA,NA,NA,NA,5,1480,14,"SDN011",99,NA,14800591,6401462,1267505,984710,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,2,2,3,212000,2,9,2,1,3,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,212000,1,1,1,2,NA,1,NA,1,1,1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,3,0,0,1,NA,NA,NA,900,NA,0,0,2011-01-03,1,1,2011,1480,14,"SE",14800169,6403206,1271511,984709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,0,0,2,NA,NA,1,1,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,0,0,0,0,NA,NA,NA,NA,NA,1,0,0,0,0,NA,NA,NA,NA,NA,NA,1,2,2,106000,43320,4,1,NA,0,6,180000,286000,1,1,1,2,3,0,3,NA,"212b",212,300,24,1,0,33,5,2,0,NA,0,0,1,33268.862745098,90.010677466863,180.021354933726,28.5814972036925,"111148010m25",1,47.8412915851272,95.6825831702544,15.191261527442,33268.862745098,"111148010m25",143.843137254902,143.843137254902,"bost",15.191261527442
"2","20110111013",1,1,0,1,4,".S",".S",".S",".S",".S",".S",1,180,"SE",1,"",2,2,1800122,971804,6577254,1630671,1,180,1,"",1,1,"SE",1800003,971804,6581529,1628989,0,3,1,NA,10,20,1,850,830,2,2,2,NA,NA,2,2,2,1,".S",".S",".S",".S",".S",".S",".S",".S",".S",1,4,4,1,180,"SE",1,"",1,1,6581529,1628989,1800003,971804,1,180,"SE",1,"",1,1,6581529,1628989,1800003,971804,1,180,"SE",1,"",2,2,6577254,1630671,1800122,971804,2,0,4,4,1,20,1,1,NA,1,10,2,2,NA,NA,2,2,1,850,830,20,2,7,2011-01-10,1,1,1,2,2,180,"SE",1,"",1800003,6581529,1628989,971804,NA,NA,NA,NA,10,7.1,20,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,2,NA,NA,NA,NA,5,180,1,"",2,2,1800122,6577254,1630671,971804,1,1,1,5,NA,NA,NA,NA,1,1,2,2,2,"",11,1,1,NA,NA,NA,2282,"SE",22,22820015,6996616,1627418,992823,NA,NA,NA,2,1,0,0,2,2,2,5,9e+05,2,9,2,1,3,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9e+05,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,0,NA,NA,NA,NA,NA,NA,2,0,0,1,NA,NA,NA,690,NA,0,0,2011-01-03,1,1,2011,NA,NA,"",NA,NA,NA,NA,1,0,0,NA,690,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,1,15,15,NA,0,2,NA,NA,1,1,1,NA,NA,NA,NA,5,1,3,NA,NA,NA,NA,NA,0,0,0,0,1,0,2,0,0,0,0,2,0,0,1,NA,NA,NA,NA,NA,0,1,1,2,NA,69202,1,1,5,0,2,550000,NA,1,NA,1,1,4,NA,3,1,"340a",340,500,32,0,1,1,1,2,0,0,NA,0,1,338006.356351236,914.494173016584,1828.98834603317,290.383467655701,"111010003m25",1,486.059916617034,972.119833234068,154.340801986866,338006.356351236,"111010003m25",143.843137254902,143.843137254902,"bost",154.340801986866
"3","20110111013",2,1,0,4,10,".S",".S",".S",".S",".S",".S",1,180,"SE",1,"",1,1,1800003,971804,6581529,1628989,1,180,1,"",1,1,"SE",1800005,971804,6581846,1628673,3,1,5,0.26,1,10,1,1140,1130,2,2,16,NA,NA,16,16,1,1,".S",".S",".S",".S",".S",".S",".S",".S",".S",4,4,4,1,180,"SE",1,"",1,1,6581529,1628989,1800003,971804,1,180,"SE",1,"",1,1,6581529,1628989,1800003,971804,1,180,"SE",1,"",1,1,6581529,1628989,1800003,971804,1,0,4,4,2,20,2,7,0.52,1,1,2,2,NA,NA,2,2,1,1230,1130,60,2,7,2011-01-10,1,1,1,2,2,180,"SE",1,"",1800003,6581529,1628989,971804,NA,NA,NA,NA,10,7.1,20,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,2,NA,NA,NA,NA,5,180,1,"",2,2,1800122,6577254,1630671,971804,1,1,1,5,NA,NA,NA,NA,1,1,2,2,2,"",11,1,1,NA,NA,NA,2282,"SE",22,22820015,6996616,1627418,992823,NA,NA,NA,2,1,0,0,2,2,2,5,9e+05,2,9,2,1,3,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9e+05,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,0,NA,NA,NA,NA,NA,NA,2,0,0,1,NA,NA,NA,690,NA,0,0,2011-01-03,1,1,2011,NA,NA,"",NA,NA,NA,NA,1,0,0,NA,690,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,1,15,15,NA,0,2,NA,NA,1,1,1,NA,NA,NA,NA,5,1,3,NA,NA,NA,NA,NA,0,0,0,0,1,0,2,0,0,0,0,2,0,0,1,NA,NA,NA,NA,NA,0,1,1,2,NA,69202,1,1,5,0,2,550000,NA,1,NA,1,1,4,NA,3,1,"340a",340,500,32,0,1,1,1,2,0,0,NA,0,1,338006.356351236,914.494173016584,1828.98834603317,290.383467655701,"111010003m25",1,486.059916617034,972.119833234068,154.340801986866,338006.356351236,"111010003m25",143.843137254902,143.843137254902,"arb",154.340801986866
"4","20110111013",2,2,0,10,4,".S",".S",".S",".S",".S",".S",1,180,"SE",1,"",1,1,1800005,971804,6581846,1628673,1,180,1,"",1,1,"SE",1800003,971804,6581529,1628989,3,1,5,0.26,1,10,1,1230,1220,2,2,2,NA,NA,2,2,1,1,".S",".S",".S",".S",".S",".S",".S",".S",".S",4,4,4,1,180,"SE",1,"",1,1,6581529,1628989,1800003,971804,1,180,"SE",1,"",1,1,6581529,1628989,1800003,971804,1,180,"SE",1,"",1,1,6581529,1628989,1800003,971804,1,0,4,4,2,20,2,7,0.52,1,1,2,2,NA,NA,2,2,1,1230,1130,60,2,7,2011-01-10,1,1,1,2,2,180,"SE",1,"",1800003,6581529,1628989,971804,NA,NA,NA,NA,10,7.1,20,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,2,NA,NA,NA,NA,5,180,1,"",2,2,1800122,6577254,1630671,971804,1,1,1,5,NA,NA,NA,NA,1,1,2,2,2,"",11,1,1,NA,NA,NA,2282,"SE",22,22820015,6996616,1627418,992823,NA,NA,NA,2,1,0,0,2,2,2,5,9e+05,2,9,2,1,3,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9e+05,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,0,NA,NA,NA,NA,NA,NA,2,0,0,1,NA,NA,NA,690,NA,0,0,2011-01-03,1,1,2011,NA,NA,"",NA,NA,NA,NA,1,0,0,NA,690,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,1,15,15,NA,0,2,NA,NA,1,1,1,NA,NA,NA,NA,5,1,3,NA,NA,NA,NA,NA,0,0,0,0,1,0,2,0,0,0,0,2,0,0,1,NA,NA,NA,NA,NA,0,1,1,2,NA,69202,1,1,5,0,2,550000,NA,1,NA,1,1,4,NA,3,1,"340a",340,500,32,0,1,1,1,2,0,0,NA,0,1,338006.356351236,914.494173016584,1828.98834603317,290.383467655701,"111010003m25",1,486.059916617034,972.119833234068,154.340801986866,338006.356351236,"111010003m25",143.843137254902,143.843137254902,"arb",154.340801986866
"5","20110111013",3,1,0,4,10,".S",".S",".S",".S",".S",".S",1,180,"SE",1,"",1,1,1800003,971804,6581529,1628989,1,180,1,"",1,1,"SE",1800003,971804,6581529,1628989,2,1,5,0.3,1,5,1,1705,1700,2,2,16,NA,NA,16,16,1,1,".S",".S",".S",".S",".S",".S",".S",".S",".S",4,4,4,1,180,"SE",1,"",1,1,6581529,1628989,1800003,971804,1,180,"SE",1,"",1,1,6581529,1628989,1800003,971804,1,180,"SE",1,"",1,1,6581529,1628989,1800003,971804,1,0,4,4,2,10,2,7,0.6,1,1,2,2,NA,NA,2,2,1,1725,1700,25,2,7,2011-01-10,1,1,1,2,2,180,"SE",1,"",1800003,6581529,1628989,971804,NA,NA,NA,NA,10,7.1,20,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,2,NA,NA,NA,NA,5,180,1,"",2,2,1800122,6577254,1630671,971804,1,1,1,5,NA,NA,NA,NA,1,1,2,2,2,"",11,1,1,NA,NA,NA,2282,"SE",22,22820015,6996616,1627418,992823,NA,NA,NA,2,1,0,0,2,2,2,5,9e+05,2,9,2,1,3,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9e+05,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,0,NA,NA,NA,NA,NA,NA,2,0,0,1,NA,NA,NA,690,NA,0,0,2011-01-03,1,1,2011,NA,NA,"",NA,NA,NA,NA,1,0,0,NA,690,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,1,15,15,NA,0,2,NA,NA,1,1,1,NA,NA,NA,NA,5,1,3,NA,NA,NA,NA,NA,0,0,0,0,1,0,2,0,0,0,0,2,0,0,1,NA,NA,NA,NA,NA,0,1,1,2,NA,69202,1,1,5,0,2,550000,NA,1,NA,1,1,4,NA,3,1,"340a",340,500,32,0,1,1,1,2,0,0,NA,0,1,338006.356351236,914.494173016584,1828.98834603317,290.383467655701,"111010003m25",1,486.059916617034,972.119833234068,154.340801986866,338006.356351236,"111010003m25",143.843137254902,143.843137254902,"arb",154.340801986866
"6","20110111013",3,2,0,10,4,".S",".S",".S",".S",".S",".S",1,180,"SE",1,"",1,1,1800003,971804,6581529,1628989,1,180,1,"",1,1,"SE",1800003,971804,6581529,1628989,2,1,5,0.3,1,5,1,1725,1720,2,2,2,NA,NA,2,2,1,1,".S",".S",".S",".S",".S",".S",".S",".S",".S",4,4,4,1,180,"SE",1,"",1,1,6581529,1628989,1800003,971804,1,180,"SE",1,"",1,1,6581529,1628989,1800003,971804,1,180,"SE",1,"",1,1,6581529,1628989,1800003,971804,1,0,4,4,2,10,2,7,0.6,1,1,2,2,NA,NA,2,2,1,1725,1700,25,2,7,2011-01-10,1,1,1,2,2,180,"SE",1,"",1800003,6581529,1628989,971804,NA,NA,NA,NA,10,7.1,20,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,2,NA,NA,NA,NA,5,180,1,"",2,2,1800122,6577254,1630671,971804,1,1,1,5,NA,NA,NA,NA,1,1,2,2,2,"",11,1,1,NA,NA,NA,2282,"SE",22,22820015,6996616,1627418,992823,NA,NA,NA,2,1,0,0,2,2,2,5,9e+05,2,9,2,1,3,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9e+05,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,0,NA,NA,NA,NA,NA,NA,2,0,0,1,NA,NA,NA,690,NA,0,0,2011-01-03,1,1,2011,NA,NA,"",NA,NA,NA,NA,1,0,0,NA,690,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,1,15,15,NA,0,2,NA,NA,1,1,1,NA,NA,NA,NA,5,1,3,NA,NA,NA,NA,NA,0,0,0,0,1,0,2,0,0,0,0,2,0,0,1,NA,NA,NA,NA,NA,0,1,1,2,NA,69202,1,1,5,0,2,550000,NA,1,NA,1,1,4,NA,3,1,"340a",340,500,32,0,1,1,1,2,0,0,NA,0,1,338006.356351236,914.494173016584,1828.98834603317,290.383467655701,"111010003m25",1,486.059916617034,972.119833234068,154.340801986866,338006.356351236,"111010003m25",143.843137254902,143.843137254902,"arb",154.340801986866
"7","20110111013",4,1,0,4,1,".S",".S",".S",".S",".S",".S",1,180,"SE",1,"",1,1,1800003,971804,6581529,1628989,1,180,1,"",2,2,"SE",1800122,971804,6577254,1630671,0,3,1,NA,10,20,1,2020,2000,2,2,2,NA,NA,2,2,2,1,".S",".S",".S",".S",".S",".S",".S",".S",".S",4,1,1,1,180,"SE",1,"",2,2,6577254,1630671,1800122,971804,1,180,"SE",1,"",2,2,6577254,1630671,1800122,971804,1,180,"SE",1,"",1,1,6581529,1628989,1800003,971804,2,0,4,4,1,20,1,1,NA,1,10,2,2,NA,NA,2,2,1,2020,2000,20,2,7,2011-01-10,1,1,1,2,2,180,"SE",1,"",1800003,6581529,1628989,971804,NA,NA,NA,NA,10,7.1,20,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,2,NA,NA,NA,NA,5,180,1,"",2,2,1800122,6577254,1630671,971804,1,1,1,5,NA,NA,NA,NA,1,1,2,2,2,"",11,1,1,NA,NA,NA,2282,"SE",22,22820015,6996616,1627418,992823,NA,NA,NA,2,1,0,0,2,2,2,5,9e+05,2,9,2,1,3,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9e+05,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,0,NA,NA,NA,NA,NA,NA,2,0,0,1,NA,NA,NA,690,NA,0,0,2011-01-03,1,1,2011,NA,NA,"",NA,NA,NA,NA,1,0,0,NA,690,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,1,15,15,NA,0,2,NA,NA,1,1,1,NA,NA,NA,NA,5,1,3,NA,NA,NA,NA,NA,0,0,0,0,1,0,2,0,0,0,0,2,0,0,1,NA,NA,NA,NA,NA,0,1,1,2,NA,69202,1,1,5,0,2,550000,NA,1,NA,1,1,4,NA,3,1,"340a",340,500,32,0,1,1,1,2,0,0,NA,0,1,338006.356351236,914.494173016584,1828.98834603317,290.383467655701,"111010003m25",1,486.059916617034,972.119833234068,154.340801986866,338006.356351236,"111010003m25",143.843137254902,143.843137254902,"arb",154.340801986866
"8","20110111016",1,1,1,1,10,".S",".S",".S",".S",".S",".S",1,180,"SE",1,"",1,1,1800027,971804,6579578,1628579,1,180,1,"",2,2,"SE",1800136,971803,6578467,1626266,1,3,5,3.2,10,20,1,1000,940,2,2,14,NA,NA,14,14,2,3,".S",".S",".S",".S",".S",".S",".S",".S",".S",1,1,1,1,180,"SE",1,"",1,1,6579578,1628579,1800027,971804,1,180,"SE",1,"",1,1,6579578,1628579,1800027,971804,1,180,"SE",1,"",1,1,6579578,1628579,1800027,971804,1,0,1,1,3,75,2,7,6,1,1,2,25,NA,NA,25,25,1,1340,940,240,2,4,2011-01-07,1,1,2,2,2,180,"SE",1,"",1800042,6580923,1627278,971804,NA,NA,NA,NA,10,NA,30,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,1,NA,NA,NA,NA,5,180,1,"",1,1,1800027,6579578,1628579,971804,NA,NA,2,5,NA,NA,NA,NA,2,NA,NA,1,NA,"77",NA,2,2,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,2,2,5,750000,3,12,1,2,3,36,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,750000,1,1,1,2,2,NA,1,1,2,1,2,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,180,0,1,2011-01-03,1,1,2011,NA,NA,"",NA,NA,NA,NA,0,0,0,NA,NA,NA,180,NA,NA,NA,1,0,0,0,0,0,0,NA,NA,2,0,0,NA,0,2,NA,NA,1,1,1,NA,NA,NA,NA,5,1,3,NA,NA,NA,NA,NA,0,1,0,0,0,1,1,0,0,0,1,2,0,0,0,NA,NA,NA,NA,NA,0,2,2,2,NA,84240,5,2,5,0,2,4e+05,NA,1,NA,2,2,5,NA,3,1,"312x",312,500,35,0,1,1,1,2,0,0,NA,0,1,460907.257208766,1247.00909642207,2494.01819284415,395.968434028149,"111010001k25",1,662.793875906527,1325.58775181305,210.459934798523,460907.257208766,"111010001k25",143.843137254902,143.843137254902,"bost",210.459934798523
"9","20110111016",1,2,1,10,10,".S",".S",".S",".S",".S",".S",1,180,"SE",1,"",2,2,1800136,971803,6578467,1626266,1,180,1,"",1,1,"SE",1800027,971804,6579578,1628579,1,1,5,2,1,40,1,1310,1230,2,2,6,NA,NA,6,6,2,3,".S",".S",".S",".S",".S",".S",".S",".S",".S",1,1,1,1,180,"SE",1,"",1,1,6579578,1628579,1800027,971804,1,180,"SE",1,"",1,1,6579578,1628579,1800027,971804,1,180,"SE",1,"",1,1,6579578,1628579,1800027,971804,1,0,1,1,3,75,2,7,6,1,1,2,25,NA,NA,25,25,1,1340,940,240,2,4,2011-01-07,1,1,2,2,2,180,"SE",1,"",1800042,6580923,1627278,971804,NA,NA,NA,NA,10,NA,30,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,1,NA,NA,NA,NA,5,180,1,"",1,1,1800027,6579578,1628579,971804,NA,NA,2,5,NA,NA,NA,NA,2,NA,NA,1,NA,"77",NA,2,2,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,2,2,5,750000,3,12,1,2,3,36,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,750000,1,1,1,2,2,NA,1,1,2,1,2,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,180,0,1,2011-01-03,1,1,2011,NA,NA,"",NA,NA,NA,NA,0,0,0,NA,NA,NA,180,NA,NA,NA,1,0,0,0,0,0,0,NA,NA,2,0,0,NA,0,2,NA,NA,1,1,1,NA,NA,NA,NA,5,1,3,NA,NA,NA,NA,NA,0,1,0,0,0,1,1,0,0,0,1,2,0,0,0,NA,NA,NA,NA,NA,0,2,2,2,NA,84240,5,2,5,0,2,4e+05,NA,1,NA,2,2,5,NA,3,1,"312x",312,500,35,0,1,1,1,2,0,0,NA,0,1,460907.257208766,1247.00909642207,2494.01819284415,395.968434028149,"111010001k25",1,662.793875906527,1325.58775181305,210.459934798523,460907.257208766,"111010001k25",143.843137254902,143.843137254902,"bost",210.459934798523
